Opening Hours,Popular Dishes,Detailed Address
[],[],"43 MacDougal St, New York, NY 10011"
[],"['Pork Buns', 'Paitan Ramen', 'Ohkami Spicy Miso Ramen', 'Takoyaki', 'Spicy Paitan Ramen', 'Shoyu Ramen', 'Cheese Corn Dog Duet', 'Seaweed Salad', 'Japanese Style Fried Oyster', 'Ohkami Miso Ramen']","3827 Richmond Ave, Staten Island, NY 10312"
"['Mon: Closed', 'Tue: 9:00 AM - 6:00 PM', 'Wed: 9:00 AM - 6:00 PM', 'Thu: 9:00 AM - 8:00 PM', 'Fri: 9:00 AM - 8:00 PM', 'Sat: 8:00 AM - 8:00 PM', 'Sun: 8:00 AM - 6:00 PM']","['Matzo Ball Soup', 'Pastrami Sandwich', 'Waffle Meets Eggs Benedict', 'Reuben', 'Chicken Schnitzel', 'Latke Benedict', 'Hot Honey Chicken', 'Boiled Pierogies', 'Potato Latkes', 'Salmon Benedict', 'Schnitzel Sandwich', 'Tuna Melt', 'Knish', 'Pirogies', 'Beef Dumplings', 'Israeli Salad', 'Pastrami Burger']","1949 Richmond Ave, Staten Island, NY 10314"
"['Mon: 12:00 PM - 9:00 PM', 'Tue: 12:00 PM - 9:00 PM', 'Wed: 12:00 PM - 9:00 PM', 'Thu: 12:00 PM - 9:00 PM', 'Fri: 12:00 PM - 10:00 PM', 'Sat: 12:00 PM - 10:00 PM', 'Sun: 12:00 PM - 9:00 PM']","['Creamed Spinach', 'Filet Mignon', 'Delmonico Rib Eye', 'Baked Clams', 'Cowboy Ribeye', 'Tiramisu', 'Wedge Salad']","100 Lincoln Ave, Staten Island, NY 10306"
"['Mon: 11:30 AM - 10:00 PM', 'Tue: 11:30 AM - 10:00 PM', 'Wed: 11:30 AM - 10:00 PM', 'Thu: 11:30 AM - 10:00 PM', 'Fri: 11:30 AM - 11:00 PM', 'Sat: 11:30 AM - 11:00 PM', 'Sun: 11:30 AM - 9:00 PM']","['Fried Chicken', 'Corn Fritters', 'Chicken Fried Steak', 'Fried Shrimp', 'Chicken Mac-n-cheesesteak', 'Baby Back Ribs', 'Bacon Apple Pie Empanadas', 'Blue Crab Beignets', 'Chicken Pot Pie', 'Lobster Gumbo', 'Biscuits & Gravy Benedict', 'Georgia Peach Salad', 'French Onion Soup', 'Fried Oysters', 'Mac & Cheese Trio', 'Sallys French Toast', 'Wings Trio']","427 Forest Ave, Staten Island, NY 10301"
[],[],"2009 Victory Blvd, Staten Island, NY 10314"
"['Mon: 11:00 AM - 10:00 PM', 'Tue: 11:00 AM - 10:00 PM', 'Wed: 11:00 AM - 10:00 PM', 'Thu: 11:00 AM - 10:00 PM', 'Fri: 11:00 AM - 11:00 PM', 'Sat: 11:00 AM - 11:00 PM', 'Sun: 11:00 AM - 10:00 PM']","['Lamb Chops', 'Lamb Gyro', 'Zara Mix Grill', 'Red Lentil Soup', 'Baklava', 'Tas Kadayif', 'Chicken Chops', 'Yogurt Chicken Kebab']","1745 Forest Ave, Staten Island, NY 10303"
"['Mon: Closed', 'Tue: Closed', 'Wed: 4:00 PM - 9:30 PM', 'Thu: 4:00 PM - 9:30 PM', 'Fri: 4:00 PM - 11:00 PM', 'Sat: 10:00 AM - 11:00 PM', 'Sun: 10:00 AM - 9:30 PM']","['Stuffed Meatball Trio', 'Chilean Sea Bass', '8 Oz. Filet Mignon', 'Lobster and Shrimp Risotto', ""Beet 'n Goat Cheese Salad"", 'Portobello Mushrooms', 'Grilled Octopus', 'Vine Salad', 'Prime Rosemary Steak Sandwich', 'Rigatoni Vodka']","710 New Dorp Ln, New York, NY 10306"
"['Mon: 12:00 PM - 9:30 PM', 'Tue: 12:00 PM - 9:30 PM', 'Wed: 12:00 PM - 9:30 PM', 'Thu: 12:00 PM - 9:30 PM', 'Fri: 12:00 PM - 9:30 PM', 'Sat: 12:00 PM - 9:30 PM', 'Sun: 12:00 PM - 9:30 PM']",[],"432 Manor Rd, Staten Island, NY 10314"
"['Mon: 11:00 AM - 8:30 PM', 'Tue: Closed', 'Wed: 11:00 AM - 8:30 PM', 'Thu: 11:00 AM - 8:30 PM', 'Fri: 11:00 AM - 9:30 PM', 'Sat: 11:00 AM - 9:30 PM', 'Sun: 11:00 AM - 8:30 PM']","['Hong Kong Style French Toast', 'Chicken Wings with Salted Egg Yolk', 'Hong Kong Lava Style Toast with Salted Egg Yolks', 'Fish Filet with Fried Tofu in Brown Stace', 'Scrambled Eggs Sandwich', 'Kyoto Pork Chop', 'Baby Shrimp with Creamy Egg Suce', 'Beef with Ginger & Scallions', 'Fried Chicken Leg', 'Ham and Egg Sandwich', 'Meggi Pork Chop Over Rice', 'Spam and Egg Sandwich', 'Braised Oxtail', 'Curry Beef Brisket Noodle Soup']","1434D Richmond Rd, Staten Island, NY 10304"
"['Mon: 11:30 AM - 10:00 PM', 'Tue: 11:30 AM - 10:00 PM', 'Wed: 11:30 AM - 10:00 PM', 'Thu: 11:30 AM - 10:00 PM', 'Fri: 11:30 AM - 11:00 PM', 'Sat: 11:30 AM - 11:00 PM', 'Sun: 12:00 PM - 10:00 PM']","['Prime Rib', 'French Onion Soup', 'Porterhouse', 'Filet Mignon', 'Ny Strip Steak', 'Fried Calamari', 'Pecan Pie', 'Volcanic Steak Tips', 'Bone-in Rib-eye', 'Baked Clams Oreganato', 'Scallops', 'Lobster Ravioli', 'Stuffed Mushrooms', 'Escargot', 'Ravioli']","3955 Victory Blvd, Staten Island, NY 10314"
"['Mon: 11:00 AM - 11:00 PM', 'Tue: 11:00 AM - 11:00 PM', 'Wed: 11:00 AM - 11:00 PM', 'Thu: 11:00 AM - 11:00 PM', 'Fri: 11:00 AM - 11:00 PM', 'Sat: 11:00 AM - 11:00 PM', 'Sun: 11:00 AM - 11:00 PM']",[],"201 New Dorp Ln, Staten Island, NY 10306"
"['Mon: 12:00 PM - 1:30 AM (Next day)', 'Tue: 12:00 PM - 1:30 AM (Next day)', 'Wed: 12:00 PM - 1:30 AM (Next day)', 'Thu: 12:00 PM - 1:30 AM (Next day)', 'Fri: 12:00 PM - 1:30 AM (Next day)', 'Sat: 12:00 PM - 11:30 PM', 'Sun: Closed']",[],"2456 Richmond Ave, Staten Island, NY 10314"
"['Mon: 9:00 AM - 4:00 PM', 'Tue: Closed', 'Wed: 9:00 AM - 4:00 PM', 'Thu: 9:00 AM - 4:00 PM', 'Fri: 9:00 AM - 4:00 PM', 'Sat: 9:00 AM - 4:00 PM', 'Sun: 9:00 AM - 4:00 PM']","['Eggs Benedict', 'Fried Chicken Sandwich', 'Eggs Royale', 'Beef Roti', 'Eggs Florentine', 'French Toast', 'Cheeseburger', 'Mexican Omelette', 'Mushroom and Onion Omelette', 'Spinach and Cheese Omelette', 'Chicken Roti']","1775B Richmond Rd, Staten Island, NY 10306"
"['Mon: 11:00 AM - 10:00 PM', 'Tue: 11:00 AM - 10:00 PM', 'Wed: 11:00 AM - 10:00 PM', 'Thu: 11:00 AM - 10:00 PM', 'Fri: 11:00 AM - 10:00 PM', 'Sat: 11:00 AM - 10:00 PM', 'Sun: 11:00 AM - 10:00 PM']",[],"2071 Clove Rd, Staten Island, NY 10304"
"['Mon: 11:00 AM - 8:00 PM', 'Tue: 11:00 AM - 8:00 PM', 'Wed: 11:00 AM - 8:00 PM', 'Thu: 11:00 AM - 8:00 PM', 'Fri: 11:00 AM - 8:00 PM', 'Sat: 11:00 AM - 8:00 PM', 'Sun: 11:00 AM - 7:00 PM']","['Pan Fried Pork Bun', 'Steamed BBQ Pork Bun', 'G03.japanese Fried Chicken Gyoza', 'N10. Braised Beef Noodle Soup']","1419 Forest Ave, Staten Island, NY 10302"
"['Mon: 11:00 AM - 2:00 AM (Next day)', 'Tue: 11:00 AM - 2:00 AM (Next day)', 'Wed: 11:00 AM - 2:00 AM (Next day)', 'Thu: 11:00 AM - 2:00 AM (Next day)', 'Fri: 11:00 AM - 2:00 AM (Next day)', 'Sat: 11:00 AM - 2:00 AM (Next day)', 'Sun: 11:00 AM - 2:00 AM (Next day)']","['Shrimp Scampi Flatbread', 'Ribs', 'Cheesesteak Empanadas Small Plate']","2645 Forest Ave, Staten Island, NY 10303"
"['Mon: 10:30 AM - 10:00 PM', 'Tue: 10:30 AM - 10:00 PM', 'Wed: 10:30 AM - 10:00 PM', 'Thu: 10:30 AM - 10:00 PM', 'Fri: 10:30 AM - 10:00 PM', 'Sat: 10:30 AM - 10:00 PM', 'Sun: 10:30 AM - 10:00 PM']","['Chicken Kebab', 'Beef Shawarma Platter', 'Lamb Kebab', 'Mansaf', 'Kefta Bi Tahina', 'Mezze Filistini', 'Kefta', 'Kabsa']","2018 Hylan Blvd, Staten Island, NY 10306"
"['Mon: 7:00 AM - 3:00 PM', 'Tue: 7:00 AM - 3:00 PM', 'Wed: 7:00 AM - 3:00 PM', 'Thu: 7:00 AM - 3:00 PM', 'Fri: 7:00 AM - 3:00 PM', 'Sat: 7:00 AM - 3:00 PM', 'Sun: 7:00 AM - 3:00 PM']","['Dutch Baby', 'Eggs and Bacons', 'Silver Dollar', 'Avocado Toast', 'French Toast', 'Scrambled Eggs', 'Western Omelette']","61 US-1, Metuchen, NJ 08840"
"['Mon: Closed', 'Tue: 11:00 AM - 10:00 PM', 'Wed: 11:00 AM - 10:00 PM', 'Thu: 11:00 AM - 10:00 PM', 'Fri: 11:00 AM - 10:00 PM', 'Sat: 11:00 AM - 10:00 PM', 'Sun: 11:00 AM - 10:00 PM']",[],"2602 Hylan Blvd, Unit C"
"['Mon: 11:00 AM - 10:00 PM', 'Tue: 11:00 AM - 10:00 PM', 'Wed: 11:00 AM - 10:00 PM', 'Thu: 11:00 AM - 10:00 PM', 'Fri: 11:00 AM - 11:00 PM', 'Sat: 11:00 AM - 11:00 PM', 'Sun: 12:00 PM - 10:00 PM']","['Pad Thai', 'Egg Rolls', 'Wonton Soup', ""General Tso 's Chicken"", 'Spare Rib Tips', 'Beef Chow Fun', 'Sesame Chicken', 'Pan Fried Noodles', 'Pork Buns', 'Crispy Fried Chicken Strips', 'Chicken Lo Mein']","4207 Hylan Blvd, Staten Island, NY 10308"
"['Mon: Closed', 'Tue: 12:00 PM - 3:00 PM 5:00 PM - 9:00 PM', 'Wed: 12:00 PM - 3:00 PM 5:00 PM - 9:30 PM', 'Thu: 12:00 PM - 3:00 PM 5:00 PM - 9:00 PM', 'Fri: 12:00 PM - 3:00 PM 5:00 PM - 9:00 PM', 'Sat: 12:30 PM - 9:30 PM', 'Sun: 12:30 PM - 9:30 PM']","['Pork Curry', 'Kottu Roti', 'Pineapple Curry', 'Egg Curry', 'Chicken Curry', 'Deviled Chicken', 'Godamba Roti Lamb Curry', 'Vegetable Curries', 'Fish Lamprais', 'Sago', 'String Hopper', 'Mulligatawny Soup', 'Fish Cutlets', 'Yucca']","668 Bay St, Staten Island, NY 10304"
"['Mon: 11:00 AM - 10:00 PM', 'Tue: 11:00 AM - 10:00 PM', 'Wed: 11:00 AM - 10:00 PM', 'Thu: 11:00 AM - 10:00 PM', 'Fri: 11:00 AM - 11:00 PM', 'Sat: 11:00 AM - 11:00 PM', 'Sun: 11:00 AM - 10:00 PM']","['Pulled Pork', 'Cali Burger', 'Fried Calamari', 'Ahi Tuna Wrap', 'Chicken Wings', 'Meatballs', 'Short Rib Sandwich', 'Grilled Chicken Sandwich', 'Shrimp Tacos']","2655 Richmond Ave, Staten Island, NY 10314"
"['Mon: Closed', 'Tue: 11:00 AM - 10:00 PM', 'Wed: 11:00 AM - 10:00 PM', 'Thu: 11:00 AM - 10:00 PM', 'Fri: 11:00 AM - 11:00 PM', 'Sat: 11:00 AM - 11:00 PM', 'Sun: 11:00 AM - 9:00 PM']","['Grilled Octopus', 'Baked Clams', 'Skirt Steak', 'Fried Calamari', 'Lamb Chops', 'Family Style Dinner', 'Buffalo Calamari', 'Burrata', 'Chicken Parm Panini', 'Seafood Salad', 'Eggplant Parm', 'Toasted Almond Cake']","4255 Amboy Rd, Staten Island, NY 10308"
"['Mon: 11:30 AM - 10:30 PM', 'Tue: 11:30 AM - 10:30 PM', 'Wed: 11:30 AM - 10:30 PM', 'Thu: 11:30 AM - 10:30 PM', 'Fri: 11:30 AM - 11:00 PM', 'Sat: 11:30 AM - 11:00 PM', 'Sun: 12:00 PM - 10:00 PM']","['Tonkatsu Ramen', 'Meat Lover Skewers', 'Nori Mala Ramen']","900 Hylan Boulevard Staten, Staten Island, NY 10305"
"['Mon: Closed', 'Tue: 4:00 PM - 9:30 PM', 'Wed: 12:00 PM - 9:30 PM', 'Thu: 12:00 PM - 9:30 PM', 'Fri: 12:00 PM - 10:30 PM', 'Sat: 12:00 PM - 10:30 PM', 'Sun: 12:00 PM - 9:00 PM']","['Veal Meatballs', 'Braised Short Ribs', 'Truffle Pasta', 'Cauliflower Flan', 'Lamb Meatballs', 'Tomato Flan', 'Short Rib Lasagna', 'Panna Cotta', 'Cured Meat', 'Pork Chop', 'Veal Chop', 'Duck Prosciutto', 'Burrata', 'Apple Cake', 'Black Linguine Pasta', 'Beet Salad', 'Cauliflower Gratin', 'Chicken Soup', 'Pot of Mussels', 'Cheese Mongers']","704 Bay St, Staten Island, NY 10304"
"['Mon: 4:00 PM - 9:30 PM', 'Tue: 4:00 PM - 9:30 PM', 'Wed: 4:00 PM - 9:30 PM', 'Thu: 4:00 PM - 9:30 PM', 'Fri: 4:00 PM - 10:00 PM', 'Sat: 1:00 PM - 10:00 PM', 'Sun: 1:00 PM - 10:00 PM']","['Jumbo Jumbo', 'Deep Ocean Combo', 'Clam Chowder']","365 New Dorp Ln, Staten Island, NY 10306"
"['Mon: 11:00 AM - 9:30 PM', 'Tue: Closed', 'Wed: 11:00 AM - 9:30 PM', 'Thu: 11:00 AM - 9:30 PM', 'Fri: 11:00 AM - 10:00 PM', 'Sat: 11:00 AM - 10:00 PM', 'Sun: 12:00 PM - 9:00 PM']","['Miso Ramen', 'Basil Popcorn Chicken', 'Shoyu Ramen', 'Gyudon Rice Bowl', 'Chashu Bun', 'Fried Calamari', 'Harumaki', 'Rock Shrimp Tempura', 'Hawker Chicken Bento Box', 'Vegetable Ramen']","965 Richmond Ave, Ste F"
[],[],Not Found
"['Mon: 11:30 AM - 4:00 PM 5:00 PM - 9:30 PM', 'Tue: 11:30 AM - 4:00 PM 5:00 PM - 9:30 PM', 'Wed: 11:30 AM - 4:00 PM 5:00 PM - 9:30 PM', 'Thu: 11:30 AM - 4:00 PM 5:00 PM - 9:30 PM', 'Fri: 11:30 AM - 4:00 PM 5:00 PM - 9:30 PM', 'Sat: 11:30 AM - 4:00 PM 5:00 PM - 9:30 PM', 'Sun: 11:30 AM - 4:00 PM 5:00 PM - 9:30 PM']","['Drunken Noodles', 'Pad Thai', 'Pad See Ew', 'Spring Rolls', 'Tom Yum Soup', 'Green Curry', 'Fried Shrimp Rolls', 'Massaman Curry', 'Panang Curry', 'Thai Fried Rice', 'Pineapple Fried Rice', 'Crab Fried Rice', 'Summer Rolls', 'Chicken Wings', 'Pad Woon Sen', 'Basil Fried Rice', 'Thai Salad', 'Fried Thai Dumplings', 'Duck Roll', 'Jungle Curry']","100 Stuyvesant Pl, Staten Island, NY 10301"
"['Mon: 4:00 PM - 9:30 PM', 'Tue: 4:00 PM - 9:30 PM', 'Wed: 4:00 PM - 9:30 PM', 'Thu: 4:00 PM - 9:30 PM', 'Fri: 4:00 PM - 10:00 PM', 'Sat: 1:00 PM - 10:00 PM', 'Sun: 1:00 PM - 10:00 PM']","['Jumbo Jumbo', 'Deep Ocean Combo', 'Clam Chowder']","365 New Dorp Ln, Staten Island, NY 10306"
"['Mon: 11:00 AM - 9:30 PM', 'Tue: Closed', 'Wed: 11:00 AM - 9:30 PM', 'Thu: 11:00 AM - 9:30 PM', 'Fri: 11:00 AM - 10:00 PM', 'Sat: 11:00 AM - 10:00 PM', 'Sun: 12:00 PM - 9:00 PM']","['Miso Ramen', 'Basil Popcorn Chicken', 'Shoyu Ramen', 'Gyudon Rice Bowl', 'Chashu Bun', 'Fried Calamari', 'Harumaki', 'Rock Shrimp Tempura', 'Hawker Chicken Bento Box', 'Vegetable Ramen']","965 Richmond Ave, Ste F"
"['Mon: Closed', 'Tue: 11:00 AM - 9:00 PM', 'Wed: 11:00 AM - 9:00 PM', 'Thu: 11:00 AM - 9:00 PM', 'Fri: 11:00 AM - 9:00 PM', 'Sat: 11:00 AM - 9:00 PM', 'Sun: 11:00 AM - 9:00 PM']","['Spring Rolls', 'Summer Rolls', 'Grilled Pork', 'Pork Chop', 'Beef Cubes', 'Curry Chicken', 'Grilled Chicken Noodle Soup', 'Combination Rice Noodle', 'Crispy Squid', 'Rice Vermicelli', 'Noodle Beef Soup', 'Cha Gio']","1407 Richmond Ave, Staten Island, NY 10314"
"['Mon: 11:30 AM - 4:00 PM 5:00 PM - 9:30 PM', 'Tue: 11:30 AM - 4:00 PM 5:00 PM - 9:30 PM', 'Wed: 11:30 AM - 4:00 PM 5:00 PM - 9:30 PM', 'Thu: 11:30 AM - 4:00 PM 5:00 PM - 9:30 PM', 'Fri: 11:30 AM - 4:00 PM 5:00 PM - 9:30 PM', 'Sat: 11:30 AM - 4:00 PM 5:00 PM - 9:30 PM', 'Sun: 11:30 AM - 4:00 PM 5:00 PM - 9:30 PM']","['Drunken Noodles', 'Pad Thai', 'Pad See Ew', 'Spring Rolls', 'Tom Yum Soup', 'Green Curry', 'Fried Shrimp Rolls', 'Massaman Curry', 'Panang Curry', 'Thai Fried Rice', 'Pineapple Fried Rice', 'Crab Fried Rice', 'Summer Rolls', 'Chicken Wings', 'Pad Woon Sen', 'Basil Fried Rice', 'Thai Salad', 'Fried Thai Dumplings', 'Duck Roll', 'Jungle Curry']","100 Stuyvesant Pl, Staten Island, NY 10301"
"['Mon: 6:30 AM - 9:00 PM', 'Tue: 6:30 AM - 9:00 PM', 'Wed: 6:30 AM - 9:00 PM', 'Thu: 6:30 AM - 9:00 PM', 'Fri: 6:30 AM - 9:00 PM', 'Sat: 6:30 AM - 9:00 PM', 'Sun: 9:00 AM - 9:00 PM']","['Chimichanga', 'Chicken Taco', 'Steak Taco', 'Chicken Quesadilla']","30 Giffords Ln, Staten Island, NY 10308"
"['Mon: 11:30 AM - 10:00 PM', 'Tue: 11:30 AM - 10:00 PM', 'Wed: 11:30 AM - 10:00 PM', 'Thu: 11:30 AM - 10:00 PM', 'Fri: 11:30 AM - 11:00 PM', 'Sat: 11:30 AM - 11:00 PM', 'Sun: 11:30 AM - 8:00 PM']","['Campestre Chicken Taco', 'Pina Al Pastor Taco', 'Cancun Shrimp Taco', 'BBQ Pork Quesadilla', 'Toro Steak Taco', 'Mariachi Negro Burrito']","140 New Dorp Ln, Staten Island, NY 10306"
"['Mon: 11:00 AM - 9:00 PM', 'Tue: 11:00 AM - 9:00 PM', 'Wed: 11:00 AM - 9:00 PM', 'Thu: 11:00 AM - 9:00 PM', 'Fri: 11:00 AM - 9:00 PM', 'Sat: 11:00 AM - 9:00 PM', 'Sun: 11:00 AM - 9:00 PM']",[],"460 Nome Ave, Staten Island, NY 10314"
"['Mon: 12:00 PM - 10:00 PM', 'Tue: 12:00 PM - 10:00 PM', 'Wed: 12:00 PM - 10:00 PM', 'Thu: 12:00 PM - 10:00 PM', 'Fri: 12:00 PM - 11:00 PM', 'Sat: 12:00 PM - 11:00 PM', 'Sun: 12:00 PM - 10:00 PM']","['Snow Crab Legs', 'Seafood Boil', 'Lobster Tail', 'Fried Calamari', 'Clam Chowder', 'Blue Crabs', 'King Crab', 'Fried Shrimp', 'Fried Catfish Sliders', 'Old Bay', 'Shrimp Po Boy', 'Boil Bag', 'Raw Oysters', 'Shrimp Basket', 'Lobster Bisque', 'Fried Oysters', 'Seafood Gumbo', 'Scallops']","2590 Hylan Blvd, Staten Island, NY 10306"
[],"['Chicken Shawarma Sandwich', 'Mixed Shawarma', 'Baba Ghanoush', 'Mixed Grill', 'Mansaf', 'Fattat Jaj', 'Chicken Kebab', 'Fattat Lahma', 'Beef Shawarma Sandwich', 'Maklouba', 'Fried Cauliflower', 'Kibbeh', 'Zahir', 'Pita Chips', 'Msakhan', 'BBQ Chicken', 'Labneh', 'Roasted Slivered Almonds', 'Lamb Chops', 'Mezze Filistini']","8504 3rd Ave, Brooklyn, NY 11209"
"['Mon: 11:00 AM - 12:00 AM (Next day)', 'Tue: 11:00 AM - 12:00 AM (Next day)', 'Wed: 11:00 AM - 12:00 AM (Next day)', 'Thu: 11:00 AM - 12:00 AM (Next day)', 'Fri: 11:00 AM - 1:00 AM (Next day)', 'Sat: 11:00 AM - 1:00 AM (Next day)', 'Sun: 12:00 PM - 12:00 AM (Next day)']","['Filet Mignon', 'Steak on a Stone', 'Surf and Turf', 'Garlic Shrimp', 'Lobster Tail', 'Seafood Paella', 'Skirt Steak', 'Chilean Sea Bass', 'Red Snapper']","665 Monroe Ave, Elizabeth, NJ 07201"
"['Mon: Closed', 'Tue: 12:00 PM - 10:00 PM', 'Wed: 12:00 PM - 10:00 PM', 'Thu: 12:00 PM - 10:00 PM', 'Fri: 12:00 PM - 11:00 PM', 'Sat: 12:00 PM - 11:00 PM', 'Sun: 12:00 PM - 9:00 PM']","['Fried Calamari Arrabbiata', 'Fresh Fettuccine', 'Berkshire Pork Chop', 'Baked Clams', 'Penne Vodka', 'Caprese', 'Veal Santina']","502 Jewett Ave, Staten Island, NY 10302"
"['Mon: 11:00 AM - 11:00 PM', 'Tue: 11:00 AM - 11:00 PM', 'Wed: 11:00 AM - 11:00 PM', 'Thu: 11:00 AM - 11:00 PM', 'Fri: 11:00 AM - 11:00 PM', 'Sat: 11:00 AM - 11:00 PM', 'Sun: 11:00 AM - 11:00 PM']","['Margherita Pizza', 'Veal Milanese', 'Chicken Vodka Pizza Roll', 'White Fungi Pizza', 'Americana Pizza', 'Baked Ziti', 'Chicken Parmigiana', 'Traditional Pizza', 'Pot of Mussels', 'Chicken Wings', 'Marinara', 'Chicken Fettuccine', 'Branzino']","1801 Hylan Blvd, Staten Island, NY 10305"
[],[],"350 Hudson St, New York, NY 10014"
"['Mon: 11:30 AM - 10:00 PM', 'Tue: 11:30 AM - 10:00 PM', 'Wed: 11:30 AM - 10:00 PM', 'Thu: 11:30 AM - 10:00 PM', 'Fri: 11:30 AM - 11:00 PM', 'Sat: 11:00 AM - 11:00 PM', 'Sun: 11:00 AM - 10:00 PM']","['Warm Octopus Salad', 'Squid Ink Pasta', 'Cavatelli Di Ricotta', 'Homemade Pasta', 'Flat Buns', 'Veal Ravioli', 'Spaghetti Bolognese', 'Zuppa Di Pesce', 'Grilled Calamari', 'Pork Chop', 'Panna Cotta', 'Artichoke Ravioli', 'Lamb Shank', 'Squid Ink Tagliolini', 'Stuffed Chicken Breast', 'Spicy Tomato Penne']","35 W 13th St, New York, NY 10011"
