Name,Address,Cuisine Tags,Rating,Features,Price Range,Detail URL,Reservation Link,Source URL,Opening Hours,Popular Dishes,Detailed Address
Osteria La Baia,Theater District,Italian,4.4,"√ Outdoor seating, √ Delivery, √ Takeout",,https://www.yelp.com/biz/osteria-la-baia-new-york?osq=Restaurants,https://www.yelp.com/biz/OWNmOq-TAsHjGcYdCVclSw?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=10,"['Mon: 11:30 AM - 2:30 PM 5:00 PM - 10:00 PM', 'Tue: 11:30 AM - 2:30 PM 5:00 PM - 10:00 PM', 'Wed: 11:30 AM - 2:30 PM 5:00 PM - 10:00 PM', 'Thu: 11:30 AM - 2:30 PM 5:00 PM - 10:00 PM', 'Fri: 11:30 AM - 2:30 PM 5:00 PM - 10:00 PM', 'Sat: 4:00 PM - 10:00 PM', 'Sun: 5:00 PM - 9:00 PM']","['Burrata', 'Lobster Garganelli Calabrese', 'Grilled Octopus', 'Red Snapper Crudo', 'Lobster Pasta', 'Margherita Pizza', 'Tuna Tartare', 'Rigatoni Alla Norma', 'Lamb Chops', 'Pappardelle Bolognese', 'West Coast Oysters', 'Carnaroli Risotto', 'Italian Siesta', 'Orchiette Pasta', 'Branzino', 'Beef Carpaccio', 'Caviar Pizza', 'Chocolate Budino', 'Semifreddo']","129 W 52nd StNew York, NY 10019"
LumLum,Hell's Kitchen,Thai,4.4,"× Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/lumlum-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=10,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=10,"['Mon: 12:00 PM - 10:00 PM', 'Tue: 12:00 PM - 10:00 PM', 'Wed: 12:00 PM - 10:00 PM', 'Thu: 12:00 PM - 10:00 PM', 'Fri: 12:00 PM - 11:00 PM', 'Sat: 12:00 PM - 11:00 PM', 'Sun: 12:00 PM - 10:00 PM']","['Crying Tiger Special', 'Khao Soi Gai Special', 'Pad See Ew', 'Pad Thai', 'Steamed Fish with Thai Herbs Special', 'Pad Ki Mao', 'Bua Loy', 'Fried Fish with Chu Cherry Curry Special', 'Goong Yang', 'Muk Tom Nam Dum', 'Tom Yum Noodle Soup', 'Tom Kha Kai', 'Khai Jeaw Poo']","404 W 49thNew York, NY 10019"
Friedman’s,Midtown West,"American (New), Breakfast & Brunch, Wine Bars",4.0,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/friedmans-new-york-71?osq=Restaurants,https://www.yelp.com/biz/cCesIqo-LQt0cRlZAnrAZQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=10,"['Mon: 8:30 AM - 9:00 PM', 'Tue: 8:30 AM - 9:00 PM', 'Wed: 8:30 AM - 9:00 PM', 'Thu: 8:30 AM - 9:00 PM', 'Fri: 8:30 AM - 9:00 PM', 'Sat: 8:30 AM - 9:00 PM', 'Sun: 8:30 AM - 9:00 PM']","['Berry French Toast', 'Avocado Toast', 'Nova Benny', 'Cheddar Waffle', 'Fish Tacos', 'Fried Chicken Sandwich', 'Breakfast Sandwich', 'Tomato Soup', 'Turkey Burger']","132 W 31st StNew York, NY 10001"
Anytime Kitchen,Koreatown,"Korean, Tapas/Small Plates, Barbeque",4.6,× Outdoor seating,$$,https://www.yelp.com/biz/anytime-kitchen-new-york-2?osq=Restaurants,https://www.yelp.com/reservations/anytime-kitchen-new-york-2,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=10,"['Mon: 11:30 AM - 3:00 PM 5:00 PM - 1:00 AM (Next day)', 'Tue: 11:30 AM - 3:00 PM 5:00 PM - 1:00 AM (Next day)', 'Wed: 11:30 AM - 3:00 PM 5:00 PM - 1:00 AM (Next day)', 'Thu: 11:30 AM - 3:00 PM 5:00 PM - 1:00 AM (Next day)', 'Fri: 11:30 AM - 3:00 PM 5:00 PM - 3:30 AM (Next day)', 'Sat: 11:30 AM - 3:00 PM 5:00 PM - 3:30 AM (Next day)', 'Sun: 11:30 AM - 3:00 PM 5:00 PM - 1:00 AM (Next day)']",[],"23 W 32nd StFl 3New York, NY 10001"
Zou Zou’s,Chelsea,"Mediterranean, Cocktail Bars, American (New)",4.1,"√ Outdoor seating, × Delivery, × Takeout",$$$,https://www.yelp.com/biz/zou-zou-s-new-york-3?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=10,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=10,"['Mon: 11:30 AM - 2:30 PM 5:00 PM - 11:00 PM', 'Tue: 11:30 AM - 2:30 PM 5:00 PM - 11:00 PM', 'Wed: 11:30 AM - 2:30 PM 5:00 PM - 11:00 PM', 'Thu: 11:30 AM - 2:30 PM 5:00 PM - 11:00 PM', 'Fri: 11:30 AM - 2:30 PM 5:00 PM - 11:00 PM', 'Sat: 11:00 AM - 2:30 PM 5:00 PM - 11:00 PM', 'Sun: 11:00 AM - 2:30 PM 5:00 PM - 11:00 PM']","['Whipped Ricotta', 'Whipped Green Tahini', 'Moroccan Fried Chicken', 'Duck Borek', 'Lamb Chops', 'Hot Kasseri', 'Fattoush Salad', 'Charred Broccoli', 'Fire Roasted Leg of Lamb', 'Kabocha Squash', 'Latkes', 'Ember Roasted Eggplant', 'Wadi Rum Jeweled Rice', 'Big Shaved Vegetable Fattoush', 'Yemeni Kebab Filet Mignon', 'Little Gem Salad', 'Grilled Artichokes', 'Grilled Bazlama', 'Caesar Salad', 'Little Gem Caesar']","385 9th AveSte 85New York, NY 10001"
Shukette,Chelsea,Middle Eastern,4.4,"√ Outdoor seating, × Delivery, √ Takeout",$$$,https://www.yelp.com/biz/shukette-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=10,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=10,"['Mon: 5:00 PM - 11:00 PM', 'Tue: 5:00 PM - 11:00 PM', 'Wed: 5:00 PM - 11:00 PM', 'Thu: 5:00 PM - 11:00 PM', 'Fri: 5:00 PM - 11:00 PM', 'Sat: 5:00 PM - 11:00 PM', 'Sun: 4:00 PM - 10:00 PM']","['Tahini Soft Serve', 'Fish in a Cage', 'Joojeh Chicken', 'Lafa', 'Roasted Cauliflower', 'Heirloom Tomato Salad', 'Smoked Arctic Char', 'Steak Shish Kebab', 'Artic Char Meatballs', 'Crispy Squash Blossoms', 'Tuna Meatballs', 'Lamb Skewer Labneh', 'Roasted Delicata Squash', 'Jeweled Rice', 'Halva Floss', 'Pea Party Salad', 'Salt Cod', 'Crispy Fairytale Eggplant', 'Roasted Whipped Garlic Aka Toum', 'Shrimp Skewers']","230 9th AveNew York, NY 10001"
Mr. Sun,Midtown West,"Dim Sum, Seafood",4.4,"× Outdoor seating, × Delivery, √ Takeout",$$,https://www.yelp.com/biz/mr-sun-new-york?osq=Restaurants,https://www.yelp.com/reservations/mr-sun-new-york,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=10,"['Mon: 11:00 AM - 10:00 PM', 'Tue: 11:00 AM - 10:00 PM', 'Wed: 11:00 AM - 10:00 PM', 'Thu: 11:00 AM - 10:00 PM', 'Fri: 11:00 AM - 10:30 PM', 'Sat: 11:00 AM - 10:30 PM', 'Sun: 11:00 AM - 10:00 PM']",[],"48 W 48th StNew York, NY 10036"
Gatsby’s Landing Times Square,Theater District,American (New),4.4,"√ Outdoor seating, √ Delivery, √ Takeout",,https://www.yelp.com/biz/gatsbys-landing-times-square-new-york?osq=Restaurants,https://www.yelp.com/biz/Jyf4SNiBoU11dp28cGBoqA?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=10,"['Mon: 11:30 AM - 10:00 PM', 'Tue: 11:30 AM - 12:00 AM (Next day)', 'Wed: 11:30 AM - 12:00 AM (Next day)', 'Thu: 11:30 AM - 12:00 AM (Next day)', 'Fri: 11:30 AM - 12:00 AM (Next day)', 'Sat: 11:00 AM - 12:00 AM (Next day)', 'Sun: 10:30 AM - 10:00 PM']",[],"120 West 44th StNew York, NY 10036"
Tanner Smiths,Midtown West,"Cocktail Bars, American (New), Beer Bar",4.3,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/tanner-smiths-new-york-2?osq=Restaurants,https://www.yelp.com/biz/z5hRX3iJ5Ty_S38iG_WY3Q?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=10,"['Mon: 2:00 PM - 2:00 AM (Next day)', 'Tue: 2:00 PM - 2:00 AM (Next day)', 'Wed: 2:00 PM - 2:00 AM (Next day)', 'Thu: 12:00 PM - 2:00 AM (Next day)', 'Fri: 12:00 PM - 4:00 AM (Next day)', 'Sat: 11:00 AM - 4:00 AM (Next day)', 'Sun: 11:00 AM - 2:00 AM (Next day)']","['Buffalo Chicken Spring Rolls', 'Eggplant Chips', 'Thai Deviled Eggs', 'Grilled Shrimp Tacos', 'Avocado Toast']","204 W 55th StNew York, NY 10019"
Joe’s Home of Soup Dumplings,Midtown East,"Shanghainese, Noodles",4.5,"× Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/joes-home-of-soup-dumplings-new-york?osq=Restaurants,https://www.yelp.com/biz/UK1oGbr8GU2rufpnJR4-HQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=10,"['Mon: 11:30 AM - 8:30 PM', 'Tue: 11:30 AM - 8:30 PM', 'Wed: 11:30 AM - 8:30 PM', 'Thu: 11:30 AM - 8:30 PM', 'Fri: 11:30 AM - 8:30 PM', 'Sat: 12:00 PM - 9:00 PM', 'Sun: 12:00 PM - 9:00 PM']","['Pork Dumplings', 'Crab Meat with Pork Steamed Soup Buns', 'Hong Kong Hot and Sour Soup', 'Sesame Chicken', 'Crispy Shredded Spicy Beef', 'Orange Chicken', 'General Tso Tofu', 'Shanghai Spring Rolls', 'Young Chow Fried Rice', 'Pan Fried Noodles', 'Lo Mein', 'Shanghai Rice Cake', 'Crispy Pork Chops with Peppery Salt', 'Rice Cakes', 'Beef Scallion Sandwich', 'Vegetable Dumplings', 'Spicy Cold Cucumber Salad', 'Minced Chicken Corn Soup', '1/2 Crispy Duck with Peppery Salt', 'Orange Beef']","7 E 48th Stbetween Fifth and Madison avenuesNew York, NY 10017"
Dutch Freds,Theater District,"Cocktail Bars, American (New), Breakfast & Brunch",4.5,"√ Outdoor seating, × Delivery, √ Takeout",$$,https://www.yelp.com/biz/dutch-freds-new-york-2?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=20,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=20,"['Mon: 4:00 PM - 2:00 AM (Next day)', 'Tue: 4:00 PM - 2:00 AM (Next day)', 'Wed: 4:00 PM - 2:00 AM (Next day)', 'Thu: 4:00 PM - 2:00 AM (Next day)', 'Fri: 4:00 PM - 2:00 AM (Next day)', 'Sat: 11:00 AM - 2:00 AM (Next day)', 'Sun: 11:00 AM - 2:00 AM (Next day)']","['Seared Ahi Tuna', 'Buffalo Chicken Spring Rolls', 'Pork Belly Bao Buns', 'Roasted Shiracha Cauliflower Taco', 'Fried Chicken Sandwich', 'Deviled Eggs Tostada', 'Lamb Burger', 'Lamb Sliders', 'Chicken Wings', 'Turkey Burger', 'Tempura Battered Fish Tacos', 'Chicken Tenders']","307 W 47th StNew York, NY 10036"
Frida Midtown,Midtown East,"Mexican, Peruvian, Cocktail Bars",4.5,"√ Outdoor seating, √ Delivery, √ Takeout",$$$,https://www.yelp.com/biz/frida-midtown-new-york?osq=Restaurants,https://www.yelp.com/reservations/frida-midtown-new-york,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=20,"['Mon: 12:00 PM - 10:00 PM', 'Tue: 12:00 PM - 10:00 PM', 'Wed: 12:00 PM - 10:00 PM', 'Thu: 12:00 PM - 10:00 PM', 'Fri: 12:00 PM - 11:00 PM', 'Sat: 5:00 PM - 11:00 PM', 'Sun: 12:00 PM - 10:00 PM']","['Birria Tacos', 'Birria Tijuana', 'Esquites', 'Baja Style Tacos', 'Lomo Saltado Steak', 'Duck Tacos', 'Flan', 'Churros', 'Mar Y Tierra Tacos', 'Chicken Enchiladas', 'Seafood Chaufa', 'Chicken Con Mole', 'Ceviche Frida', 'Chicken Flautas', 'Fish Tacos', 'Drunken Mussels', 'Pollo Asado', 'Rivera', 'Tuna Tostadas', 'Tres Leches Cake']","214 E 52nd StNew York, NY 10022"
Barn Joo 35,Midtown West,"Korean, Gastropubs, Tapas/Small Plates",4.2,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/barn-joo-35-new-york?osq=Restaurants,https://www.yelp.com/biz/xZ96vaoL-cQjfotmUKtjJQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=20,"['Mon: 12:00 PM - 10:00 PM', 'Tue: 12:00 PM - 10:00 PM', 'Wed: 12:00 PM - 10:00 PM', 'Thu: 12:00 PM - 11:00 PM', 'Fri: 12:00 PM - 11:00 PM', 'Sat: 12:00 PM - 11:00 PM', 'Sun: 12:00 PM - 10:00 PM']",[],"34 W 35th StNew York, NY 10001"
Izakaya MEW,Midtown West,"Tapas Bars, Sushi Bars, Izakaya",4.3,"× Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/izakaya-mew-new-york-3?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=20,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=20,"['Mon: 12:00 PM - 2:30 PM 5:00 PM - 9:30 PM', 'Tue: 12:00 PM - 2:30 PM 5:00 PM - 9:30 PM', 'Wed: 12:00 PM - 2:30 PM 5:00 PM - 9:30 PM', 'Thu: 12:00 PM - 2:30 PM 5:00 PM - 9:30 PM', 'Fri: 12:00 PM - 2:30 PM 5:00 PM - 10:30 PM', 'Sat: 12:00 PM - 2:30 PM 5:00 PM - 10:30 PM', 'Sun: 12:00 PM - 2:30 PM 5:00 PM - 9:30 PM']","['Omu Soba', 'Mew Special Roll', 'Kimchi Udon', 'Salmon Sashimi Tacos', 'Fried Chicken', 'Yellowtail Carpaccio', 'Garlic Fried Rice', 'Soba Noodles Wrapped', 'Udon Noodles', 'Pork Belly', 'Dynamite Roll', 'Black Dragon Roll', 'Miso Ramen', 'Volcano Roll', 'Fried Octopus', 'Tuna Tataki', 'Super Mew Roll', 'Seared Salmon Sushi', 'Creamy Udon', 'Spicy Tuna Roll']","53 W 35th StNew York, NY 10001"
Nino’s 46,Midtown West,"Italian, Gluten-Free, Pizza",4.0,"× Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/ninos-46-new-york?osq=Restaurants,https://www.yelp.com/reservations/ninos-46-new-york,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=20,"['Mon: 11:00 AM - 10:00 PM', 'Tue: 11:00 AM - 10:00 PM', 'Wed: 11:00 AM - 10:00 PM', 'Thu: 11:00 AM - 10:00 PM', 'Fri: 11:00 AM - 10:00 PM', 'Sat: 4:30 AM - 10:00 PM', 'Sun: 4:30 PM - 9:45 PM']",[],"39 W 46th StNew York, NY 10036"
Amélie,Greenwich Village,"French, Wine Bars",4.3,"√ Outdoor seating, √ Delivery, √ Takeout",$$$,https://www.yelp.com/biz/am%C3%A9lie-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=20,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=20,"['Mon: 4:00 PM - 11:00 PM', 'Tue: 12:00 PM - 11:00 PM', 'Wed: 12:00 PM - 11:00 PM', 'Thu: 12:00 PM - 11:00 PM', 'Fri: 12:00 PM - 12:00 AM (Next day)', 'Sat: 12:00 PM - 12:00 AM (Next day)', 'Sun: 12:00 PM - 11:00 PM']",[],"22 W 8th StNew York, NY 10011"
